selectBlock,category,paths,semantic,action,image2,number,image1,image3,image4,trigger_loop.thisRepN,trigger_loop.thisTrialN,trigger_loop.thisN,trigger_loop.thisIndex,blockSelectLoop.thisRepN,blockSelectLoop.thisTrialN,blockSelectLoop.thisN,blockSelectLoop.thisIndex,b1loop.thisRepN,b1loop.thisTrialN,b1loop.thisN,b1loop.thisIndex,b2loop.thisRepN,b2loop.thisTrialN,b2loop.thisN,b2loop.thisIndex,b2_trialLoop.thisRepN,b2_trialLoop.thisTrialN,b2_trialLoop.thisN,b2_trialLoop.thisIndex,b3loop.thisRepN,b3loop.thisTrialN,b3loop.thisN,b3loop.thisIndex,b4loop.thisRepN,b4loop.thisTrialN,b4loop.thisN,b4loop.thisIndex,b1_trialLoop.thisRepN,b1_trialLoop.thisTrialN,b1_trialLoop.thisN,b1_trialLoop.thisIndex,b3_trialLoop.thisRepN,b3_trialLoop.thisTrialN,b3_trialLoop.thisN,b3_trialLoop.thisIndex,b4_trialLoop.thisRepN,b4_trialLoop.thisTrialN,b4_trialLoop.thisN,b4_trialLoop.thisIndex,GenInstrAbsTime,GenInstrTime,triggerClock,triggerAbsClock,ActInstr_startAbstime,ActInstr_starttime,startFixtime,startFixAbstime,Img_startAbstime,Img_starttime,RespgetAbsTime,Respgettime,key_resp_2.keys,key_resp_2.rt,JitDur,startJittime,SemInstr_startAbstime,SemInstr_starttime,startJitAbstime,date,frameRate,expName,session,participant
3,animal,trial_images_animals\r_goat2.png,n,n,,76,,goat2,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,10,10,9,,,,,,,,,,,253.2185795,1395085479,1395085480,253.7288646,,,None,,2,256.2173175,,,1395085482,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,animal,trial_images_animals\r_hare.png,n,v,,78,,hare,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,11,11,2,,,,,,,,,,,258.2334402,1395085484,1395085485,258.7430911,,,None,,1,261.2321734,,,1395085487,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,animal,trial_images_animals\r_giraffe.png,f,n,,67,,giraffe,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,12,12,3,,,,,,,,,,,262.231966,1395085488,1395085489,262.7422311,1395085490,263.4145615,3,0.672063238,2,265.2307985,,,1395085491,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,object,trial_images_objects\r_hammer.png,n,v,,107,,hammer,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,13,13,11,,,,,,,,,,,267.2301873,1395085493,1395085494,267.7394376,,,None,,2,270.2289095,,,1395085496,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,animal,trial_images_animals\r_swan2.png,n,n,,90,,swan2,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,14,14,1,,,,,,,,,,,272.2283502,1395085498,1395085499,272.7402586,,,None,,1,275.227106,,,1395085501,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
4,object,trial_images_objects\r_tweezers.png,n,n,,103,,,tweezers,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,7,,,,,1395085506,280.2470413,284.2583719,1395085510,1395085511,284.7502659,,,None,,1,287.2395474,,,1395085513,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
4,object,trial_images_objects\r_whisk.png,n,n,,116,,,whisk,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,1,1,10,,,,,,,288.2392124,1395085514,1395085515,288.7491527,,,None,,2,291.2379501,,,1395085517,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
4,object,trial_images_objects\r_bottle_cleaner.png,n,n,,98,,,bottle_cleaner,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,2,2,9,,,,,,,293.2373847,1395085519,1395085520,293.7449305,,,None,,1,296.2361638,,,1395085522,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
4,animal,trial_images_animals\r_robin.png,n,n,,62,,,robin,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,3,3,11,,,,,,,297.235941,1395085523,1395085524,297.7484165,1395085526,299.3849171,3,1.636196003,1,300.2348197,,,1395085526,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
